current_ratio,debt_to_equity,ebitda_margin,icr,dscr,altman_z_score,industry,defaulted_in_12_months
1.8688,1.6347,46.9584,9.8019,3.4728,-0.9178,Construction,0
3.4185,3.0334,-5.8987,0.9368,-0.7204,3.3768,Logistics,0
3.5937,4.6522,40.477,12.4947,0.1337,6.1946,Logistics,0
0.4373,4.1846,2.4947,0.3804,1.1384,1.7765,Construction,0
3.5572,4.9774,49.2695,4.8138,0.5539,1.5264,SaaS,0
1.9036,0.1128,-8.9618,-0.7206,4.8803,1.3881,Logistics,0
2.1396,0.5643,16.1438,7.2686,3.8446,7.2309,Logistics,0
2.5811,3.0473,35.4991,9.3857,1.3578,-1.5124,SaaS,1
3.7203,4.1029,10.285,14.0008,4.1549,2.4508,Construction,0
0.2726,1.4262,12.7659,10.5687,0.4336,0.646,Construction,1
2.012,1.1961,49.0449,7.1987,3.5008,6.9381,Retail,0
2.8133,3.9349,9.7716,13.8545,-0.4343,-1.0395,Retail,1
2.9463,0.2819,22.285,6.1334,3.4063,2.1144,Construction,0
2.8316,1.8469,-16.1822,7.5405,1.1952,2.0682,Retail,0
0.7109,2.529,38.9547,8.1337,-1.2475,6.8839,Retail,0
1.3377,2.8017,25.3718,4.9697,-0.0872,0.1549,SaaS,1
1.5631,3.6431,8.2814,12.2542,0.8159,4.449,Logistics,0
3.2569,1.7742,-18.8681,1.148,3.2451,-0.6559,Retail,1
1.2593,3.0634,21.4168,7.4323,-1.4891,7.5398,Retail,1
1.0007,2.9269,-19.114,10.278,2.6168,3.9301,SaaS,1
3.8383,2.7381,-19.9157,13.3676,3.0121,4.2626,Construction,0
0.2337,3.2024,23.1269,13.0266,2.5774,2.3377,Retail,1
3.9917,1.2972,-6.7688,6.6486,3.3247,1.4228,Logistics,0
2.7719,0.4232,-6.5679,8.9337,-0.7528,0.1268,Retail,1
3.3482,0.5964,25.729,4.702,2.1097,4.0399,Logistics,0
1.3196,1.1229,-16.2412,5.959,4.588,7.5456,Construction,0
0.2544,2.501,1.9384,13.4065,2.2755,1.5979,Retail,0
3.0039,4.2022,-9.5398,13.822,2.2794,6.8316,Logistics,0
3.3697,3.5065,20.6123,13.222,3.1551,-0.5122,Logistics,1
3.0138,3.9452,26.3236,0.3523,0.3324,7.3613,Logistics,1
0.7428,1.7549,30.4795,12.4514,2.9033,1.5049,Construction,0
3.063,2.0233,-2.1338,14.1222,4.4136,1.7973,Logistics,0
3.1219,1.9684,-13.7525,4.1412,-1.9237,2.6284,SaaS,0
2.7025,0.9594,-14.4921,6.817,4.0908,5.1824,Construction,0
3.1112,0.3061,9.8306,11.2446,-0.4697,5.1965,Logistics,1
3.4145,2.9546,46.2091,7.5553,1.1915,2.7959,Construction,0
2.5317,4.9461,-4.759,14.8892,3.9664,3.2315,Construction,0
0.5367,0.8341,-2.0281,5.7471,3.7674,-1.6999,SaaS,0
2.053,0.2334,-12.9378,10.137,4.2435,1.043,Logistics,1
0.4951,3.8977,22.3899,11.474,4.5829,1.4602,Construction,1
1.7487,1.2629,27.5911,6.3997,1.1301,3.5873,Construction,0
1.747,4.1482,25.0052,12.5687,2.5945,3.583,Logistics,1
0.4508,3.5197,40.2791,7.2846,0.7333,5.099,SaaS,1
1.5255,4.7284,14.0498,4.9981,0.455,5.1703,Retail,0
0.6218,2.0446,-10.588,-0.167,1.0212,0.3521,Logistics,1
3.2713,3.3098,0.2584,4.688,3.2015,5.7019,Retail,0
3.8012,2.3243,26.3701,10.4769,1.5101,-1.804,Logistics,0
0.4748,3.1529,22.9185,13.6619,3.6984,5.1616,Logistics,0
3.8294,2.248,17.1702,2.2785,3.2165,-0.9794,Construction,0
2.1858,0.9432,27.8075,4.039,-1.8567,5.2965,Logistics,1
1.3383,2.5395,24.6174,0.6173,2.4117,3.2712,SaaS,0
0.4921,2.6429,41.6927,9.7423,1.056,2.3725,SaaS,0
2.1024,4.053,21.0211,14.3232,1.1964,4.9067,Logistics,1
3.2192,3.6776,34.5021,8.8962,3.7286,-1.6363,Construction,1
2.8869,3.319,-2.5905,8.4903,1.8333,0.2347,Construction,1
0.3909,0.5669,27.4728,7.4093,4.1994,4.1644,Retail,0
0.477,3.6031,43.1536,-0.4963,2.9896,6.4722,Logistics,0
1.7309,2.5015,7.0013,10.4016,1.8699,1.8111,Retail,0
1.3221,4.4705,34.5373,8.2348,3.2818,0.5876,Construction,0
1.0831,4.5994,30.7353,9.2451,-1.7316,3.1874,SaaS,0
1.2678,0.2758,-15.8332,13.2798,-1.8104,4.2232,Construction,0
3.2532,4.1032,20.7056,11.3273,-1.4166,2.201,SaaS,0
3.7311,0.1885,-10.8867,11.2756,1.063,6.7671,Retail,0
1.7394,1.8358,47.7123,13.7621,-0.3518,3.2344,Construction,0
3.6432,2.7115,36.7985,14.8289,4.8898,-1.6418,SaaS,0
1.4217,0.7405,-12.3193,7.8818,1.796,0.2305,Retail,1
2.0105,3.7316,-11.4774,-0.149,2.6369,2.5065,Construction,1
1.0589,0.0418,21.6132,5.8052,-0.0483,4.9773,Logistics,0
2.6338,0.843,4.1422,11.3892,0.2526,0.1975,Construction,0
3.9201,2.904,-17.5566,-1.5287,0.3482,7.7626,Retail,0
2.4933,3.5719,17.9149,-1.0329,2.8911,1.1856,Construction,0
1.5597,4.5832,7.1492,-0.8583,1.3159,3.3248,Retail,0
2.6617,3.5275,-12.9246,10.4276,1.6238,-1.8103,SaaS,1
0.6671,3.3589,36.1344,6.5198,2.144,6.8489,Construction,0
3.5769,1.9717,44.0554,4.2713,3.3817,5.8883,Retail,1
2.1117,0.0064,32.9616,-0.2045,-1.3674,-0.0454,Retail,1
1.9075,0.6008,37.5696,10.4481,3.4381,7.3324,Logistics,0
2.4263,2.6728,-4.8457,3.4573,1.9426,1.1584,SaaS,1
2.5742,3.3756,-1.5499,2.5105,2.6837,4.9219,Logistics,0
0.4727,2.0872,-5.4031,9.0894,0.2929,6.1898,Logistics,1
2.7939,3.6534,33.5544,7.5032,0.8657,5.4091,Construction,0
1.1193,2.6093,46.3542,4.161,-0.3818,7.1758,Retail,0
2.913,0.3709,30.1786,8.9053,4.8551,6.6427,Retail,0
3.3256,0.9601,41.7027,2.6108,1.479,7.9461,Retail,0
3.255,4.2,24.7089,11.5121,4.9725,-0.1739,Construction,0
2.2995,3.6246,7.1362,1.8984,1.4285,1.0476,Construction,0
2.1766,4.4738,9.8033,0.7002,-0.4617,4.3623,SaaS,0
0.7429,0.5878,-14.7275,11.3015,1.5522,5.3305,Logistics,0
3.1463,4.9511,-17.798,10.0342,-1.7228,3.3461,SaaS,0
1.2314,1.047,28.6833,1.1049,4.3334,-1.2607,SaaS,1
2.0874,0.0589,10.69,-0.0238,3.7299,6.416,Construction,0
1.2802,4.9871,18.6551,12.2528,3.0807,7.6087,Retail,0
0.7085,1.4054,19.0363,11.2022,2.2688,2.0552,Construction,0
2.5923,3.3401,-0.5837,3.5634,2.0588,0.2481,Construction,1
0.4065,0.8834,13.3125,9.1894,4.9771,-1.8069,Construction,0
3.0449,2.9011,12.9532,0.1107,-0.054,0.373,SaaS,0
1.4068,4.5202,7.1899,6.6198,3.4578,4.9992,Retail,0
0.2005,1.6009,37.4473,-1.6816,2.0698,7.1159,Construction,0
2.1423,3.3513,11.5815,4.6572,4.8312,-1.0649,SaaS,0
0.378,0.9395,22.2551,-0.7277,3.7946,3.5326,Construction,0
1.2494,3.124,42.6864,6.0775,4.9897,4.9553,Logistics,0
2.8865,1.6823,40.6364,5.1686,2.1183,0.7638,Retail,0
0.4382,1.056,42.3296,5.5545,-0.5682,3.699,SaaS,0
3.3895,1.5659,-1.0997,-1.2294,1.5258,5.1525,Logistics,0
0.2145,0.8942,-17.5512,4.1475,2.9778,6.3772,Construction,0
1.1379,4.5096,-1.7253,10.8602,3.4205,2.525,Logistics,1
3.0154,1.9859,-0.4905,4.2715,-1.9964,5.4786,Logistics,0
1.4018,1.2264,43.6552,10.1579,1.5352,1.0178,SaaS,0
0.5872,2.242,25.447,4.2811,-0.3534,0.1305,Retail,0
1.5689,1.6027,-14.2807,5.1951,4.1244,-0.1269,Retail,0
1.2275,3.7221,-10.5235,7.5862,-0.9297,1.5887,SaaS,0
3.4023,4.8561,-9.1027,14.1616,2.6652,-1.6412,Construction,0
1.3907,2.1902,24.1295,-0.1494,-0.1376,0.8299,Logistics,1
3.1979,4.3052,31.479,-1.4405,0.4958,4.5222,Retail,0
3.5891,2.8293,40.1751,8.3353,4.5839,4.4792,Retail,0
1.8485,0.7862,45.8446,14.1347,-0.3169,-1.2645,Logistics,1
3.6578,3.4531,-5.8807,14.8253,-1.335,0.8742,Construction,1
1.6338,2.5672,1.6841,6.2308,-1.515,3.6956,Logistics,0
3.8635,3.253,-3.1774,5.9574,1.5323,1.1855,SaaS,0
0.5393,4.4484,5.1133,8.9644,2.492,2.1799,SaaS,1
2.8107,2.2022,44.0266,7.4458,0.2911,5.1281,Construction,0
2.0765,4.5059,20.2579,8.7795,2.8318,-1.9073,Retail,0
1.6731,3.7533,31.6734,12.858,-1.5728,0.7639,Retail,1
2.6043,2.443,14.3083,10.6872,4.0013,-0.5763,Construction,0
2.8747,3.0161,-17.9799,6.4469,3.716,-0.7239,Construction,0
0.2166,1.6279,-15.5063,5.8517,4.8985,7.5904,SaaS,0
0.8344,4.918,17.6546,8.8732,4.5555,1.7656,SaaS,0
2.9096,3.3368,30.3152,5.747,0.4934,3.2709,Construction,0
2.7323,0.2192,-4.9269,5.7822,0.7949,5.3382,Retail,0
3.871,1.6331,30.5337,-1.7228,3.2218,-1.5255,Logistics,0
3.0919,3.1166,36.7466,0.9591,-1.0614,0.4102,Logistics,1
3.8129,0.2817,8.8328,6.3047,0.1981,6.3215,Logistics,0
2.8697,0.1194,32.2493,11.9851,-1.1702,6.6199,SaaS,0
1.3326,2.2501,8.2821,2.7384,1.1842,1.7295,Construction,0
0.6004,1.6635,27.4845,6.8849,1.864,1.7486,Retail,1
3.1709,2.1915,33.4798,3.8644,-0.5219,5.569,SaaS,1
2.6478,1.3135,49.4349,-0.2183,-1.8136,0.9507,Construction,1
0.3831,0.8236,4.1778,14.2911,3.0355,-0.8291,Construction,1
1.5682,3.4457,8.7729,12.5295,-1.86,0.5754,Logistics,0
3.8358,2.5729,-8.4066,-0.6656,4.8138,1.8734,Logistics,1
2.1015,1.0008,-5.7149,10.2364,-0.4487,-1.478,Retail,0
1.8444,1.5979,28.5377,3.9089,2.6473,2.7868,Retail,0
1.9393,2.959,44.1932,14.9124,1.0433,5.4001,Logistics,0
0.9938,0.3611,7.6223,3.1408,-1.5823,3.1375,Logistics,1
1.6011,0.7373,-7.4109,2.0586,1.3053,-1.281,Construction,0
1.6053,0.3662,-0.043,7.6541,1.6173,2.4015,Retail,1
0.3989,4.0616,11.8536,12.1971,3.9828,5.089,Construction,0
3.1168,3.762,0.3455,1.2728,3.1264,-1.419,Retail,0
1.7827,3.7666,-3.6495,10.0598,-1.4449,-1.4015,Retail,1
3.3243,3.5816,31.5189,-0.9561,-0.5359,1.706,SaaS,0
3.4313,3.3469,-19.4509,13.6219,0.1832,-0.0504,Logistics,1
1.0056,2.385,17.7461,-0.6217,-1.1851,7.3478,SaaS,0
2.6979,3.2114,35.5637,13.5419,1.1983,3.8134,Retail,0
1.9947,0.1918,-1.364,6.3437,4.8902,0.8733,Construction,0
3.5446,3.1073,22.2304,5.6175,1.6023,5.0478,Retail,0
1.0198,3.8894,26.823,14.5462,3.1932,1.7493,SaaS,0
2.7757,2.5018,25.8517,14.8365,2.7806,-0.6788,Logistics,1
2.5095,1.7876,11.2095,9.053,3.9494,0.3723,Construction,0
1.3221,1.3871,4.2605,0.161,-0.4899,4.4275,Retail,0
0.7191,3.214,38.5147,6.6049,3.2768,-1.4812,Retail,1
2.6762,3.464,33.0912,6.9958,4.1695,0.7269,Logistics,0
3.0067,4.3548,2.4879,6.7456,-0.7994,0.0831,Retail,1
1.3994,1.7117,-12.7887,7.6814,0.4276,0.0114,Retail,1
2.6504,3.8489,-14.9735,-1.6817,4.7907,4.8276,Logistics,0
1.7015,2.8068,-13.4007,10.0909,3.4655,6.2582,SaaS,0
2.9102,4.4142,20.8009,10.1107,-0.0219,5.1587,SaaS,0
0.957,2.6391,-16.3836,-0.037,1.9476,4.4573,SaaS,1
3.5828,2.5881,3.5849,7.6941,0.8303,7.1645,SaaS,0
1.2922,2.8894,32.724,7.6621,1.4298,-1.4161,Construction,0
1.5976,3.7466,0.6044,9.6017,0.4862,-0.3252,Construction,1
0.4207,4.8235,33.4316,-0.5482,-0.0447,2.1441,Logistics,0
0.6237,0.3678,32.1827,8.6506,2.7233,1.7245,Logistics,0
2.1603,0.2672,-2.7921,2.7728,3.4498,2.1805,Logistics,1
1.2169,4.6878,31.0176,6.6191,4.1177,0.0645,Construction,0
3.3748,2.6494,32.3444,11.1465,-0.9127,-0.505,Retail,1
0.2558,3.0745,7.8218,9.996,3.76,3.0919,Construction,0
1.6406,2.4121,-5.2706,0.0214,-0.2164,7.2805,SaaS,0
1.4819,0.4683,16.489,8.0501,0.9914,1.9197,SaaS,0
0.2734,3.8404,44.4978,14.475,4.3101,-1.5665,Retail,1
0.6726,3.7361,24.7732,0.6651,1.1815,5.0617,Logistics,0
1.7718,1.5585,-7.8954,12.4994,-0.6206,0.911,Construction,0
2.0729,1.5312,27.793,9.9433,-0.8809,0.451,Retail,1
1.7363,4.1892,9.9042,11.1581,1.3109,1.2426,Retail,1
2.2176,0.3618,21.407,2.7933,3.3387,5.2382,Construction,0
2.4615,4.4055,31.3845,2.8941,4.9804,6.1882,Retail,0
0.2377,1.2833,16.0463,13.4023,3.5119,3.8806,Logistics,0
1.9636,2.9649,36.9789,4.1171,4.1391,1.2248,Construction,0
3.8613,4.68,30.5509,-0.9287,3.2348,1.1048,Construction,1
2.1723,3.3906,23.0551,8.2101,4.268,-0.7569,Retail,1
2.7747,2.0721,-9.4445,0.1219,-1.4659,7.333,Logistics,0
1.3851,3.4477,38.5164,11.5421,4.5095,4.3814,Logistics,0
3.1412,1.7199,45.5134,8.9097,0.7748,-1.7303,SaaS,1
3.1371,1.3863,-10.4124,12.8704,4.4513,4.6237,Construction,0
2.1809,4.9834,14.1769,11.3422,-1.4699,2.4715,SaaS,1
3.9089,3.754,-1.8778,-0.0941,3.0067,7.7256,Logistics,0
0.6771,3.2236,32.8166,4.4782,3.1498,6.1907,Logistics,0
0.2644,1.7764,30.5141,11.1675,4.9784,-0.2868,SaaS,0
3.1266,0.2458,-10.138,5.0948,3.382,5.2011,Construction,0
3.2672,0.1553,41.3919,14.5302,0.678,2.8557,SaaS,0
0.6568,2.7709,-7.3319,10.5076,1.9007,-0.1295,Logistics,1
1.2092,3.8102,35.8081,-1.7365,0.5659,4.9874,Logistics,0
0.2667,2.6869,11.9886,12.9598,-0.6279,3.4739,Retail,0
1.3146,4.2039,2.9791,-0.2863,-0.2605,-1.6963,Retail,1
3.1379,0.1671,-8.9233,0.3889,-0.4459,4.4659,SaaS,0
2.1683,1.8338,-8.267,10.4864,1.8417,4.3499,Retail,0
1.5228,1.1854,26.3323,12.7045,4.3431,-0.5591,Logistics,0
1.6126,2.2364,18.5301,7.1179,4.3891,1.4899,Construction,0
0.2051,0.3619,-11.454,2.9138,-1.6167,3.859,Construction,0
1.3392,4.7707,-12.1111,3.9724,-1.4407,-0.6122,SaaS,1
2.6565,1.1163,-14.9383,3.8291,-0.2842,6.5272,Retail,1
3.9019,4.6115,32.0637,3.5535,-0.2146,-1.7251,SaaS,1
3.4188,2.1295,29.8317,2.1295,-1.3358,-0.9716,Retail,1
0.2897,4.9276,-15.9098,8.3507,0.7192,-0.8389,Construction,0
3.6145,2.7703,19.2189,13.3069,2.1141,3.2811,Retail,0
3.1762,4.6542,-14.0727,3.2204,2.0471,4.2011,Retail,0
3.1654,0.0267,43.2622,1.1738,1.804,2.0374,SaaS,1
1.9404,3.7412,43.4982,12.2558,0.3707,0.8867,Construction,1
1.7124,4.5153,28.8763,10.6103,2.9452,6.0932,Retail,0
1.3511,0.6986,44.8332,13.8242,3.7854,-1.3171,Construction,0
0.4496,0.4806,36.8017,0.8138,0.4239,0.8029,Retail,0
1.0673,2.1229,37.9977,0.4523,-1.4013,-1.6088,Construction,1
1.1371,4.6684,19.8795,7.2043,0.0743,-1.8611,Retail,1
2.0395,2.7119,1.4241,8.4454,-1.0384,1.5338,Logistics,0
3.0403,2.6373,-4.7541,6.1629,1.2715,-0.0518,Construction,0
2.0005,0.7056,2.904,8.1824,-0.9085,0.6837,Logistics,1
0.4198,0.0039,23.9947,1.0665,1.2399,6.2095,Logistics,0
3.8396,4.0507,-7.914,6.1534,-0.453,-0.3702,Logistics,1
3.7824,0.4379,-1.8952,9.1876,3.1711,5.8023,Retail,0
3.1837,3.1692,12.7643,5.356,-1.807,4.7505,Construction,0
3.967,4.5731,-3.6865,9.5506,1.8832,1.2645,Retail,0
2.269,1.0433,21.2051,5.6703,-0.8136,3.4656,Retail,0
3.8585,3.3264,44.6223,3.6712,-1.9931,2.4444,Construction,0
0.4873,0.3935,32.3663,3.1613,4.0844,-0.716,SaaS,1
1.5896,3.0188,26.6499,4.9853,2.7007,7.0719,Retail,1
1.0564,0.8197,20.7905,-1.6075,-1.3074,3.6962,Logistics,0
0.9442,3.6798,14.1564,9.3649,2.6485,6.8024,Retail,0
0.7351,1.5062,-6.9405,12.3668,2.2815,6.2383,SaaS,0
2.5652,2.317,42.6297,4.0287,1.3135,-1.2022,Logistics,0
3.169,2.9972,-2.6025,-1.2174,0.9348,0.0727,Retail,1
2.3975,0.8564,-13.6084,14.7752,4.2095,-0.5474,Construction,0
0.7585,3.7082,32.5011,2.4829,-0.284,6.3078,Logistics,1
3.2823,1.5132,-7.7069,0.1526,0.7882,6.6245,SaaS,0
2.6166,3.3119,6.0327,4.2858,0.3038,3.2797,Retail,0
1.675,0.7914,-18.0201,10.5555,3.3984,-0.9582,Construction,0
2.7617,3.4406,-10.4052,2.9966,4.4153,-0.6438,Logistics,1
1.1876,0.6409,-7.8757,7.77,3.9485,6.1355,Logistics,1
1.5117,2.1268,-16.1913,5.0645,3.5839,7.2919,Construction,0
3.6864,1.236,25.966,0.002,4.9075,-0.0052,SaaS,0
1.3039,3.7419,38.5905,3.6149,2.88,-1.8886,Logistics,0
1.986,1.3102,6.1321,10.3228,3.2574,1.3095,SaaS,0
3.5825,4.4086,41.2204,8.4041,4.8796,-1.695,SaaS,0
2.8893,4.4591,-5.0657,0.0362,-1.9511,6.2797,Construction,0
0.4364,0.9822,2.7773,0.7765,2.4383,2.9151,Logistics,0
0.7598,3.0692,-9.4484,8.8925,3.1728,4.4186,Retail,0
0.2298,0.4386,23.4391,11.8281,4.4248,2.1148,Construction,0
2.5975,1.9577,9.3909,3.9411,4.1869,1.4551,Construction,0
1.9012,3.5666,22.9298,8.1203,3.8937,0.222,SaaS,0
0.7102,3.2971,33.3172,0.9009,4.6205,5.7053,Retail,0
3.8401,3.1235,18.1992,3.2934,1.7617,4.9555,Construction,0
2.2127,1.4127,23.9341,-1.6554,-1.9516,1.6073,SaaS,0
1.1192,1.8901,45.4675,11.0607,-1.9226,1.2112,Logistics,0
2.1023,0.5147,0.9345,4.8172,1.8125,-1.9876,SaaS,0
2.7826,3.5951,5.1415,11.8741,1.0469,-1.3645,Retail,0
0.4897,2.5194,30.2392,10.0423,1.1587,4.2326,Retail,0
1.2439,3.5438,22.7914,12.0887,0.8028,3.1461,SaaS,0
3.2665,1.2447,-7.5027,2.8562,4.4241,2.348,Logistics,0
1.9467,1.6222,6.3303,1.1468,0.5142,6.275,Retail,1
2.277,1.6711,12.7487,14.5224,3.9936,3.039,Retail,0
1.8447,0.1287,9.3573,10.1946,4.3201,1.8449,Logistics,1
0.3668,1.7052,-7.5208,12.1787,1.4965,-0.3874,Construction,1
0.8298,4.0165,44.7101,-1.7767,1.1286,6.2069,Retail,1
1.8931,4.4865,33.3623,4.0258,3.3271,3.7625,SaaS,0
0.9949,2.5911,13.6949,10.6279,2.9558,-1.0754,Logistics,0
0.3899,2.2775,27.6043,-0.6743,0.2997,4.489,Retail,0
3.4059,0.1541,42.8098,7.6448,-1.2822,2.2507,Construction,0
3.9285,4.396,-10.4678,5.2942,-0.146,6.1139,Retail,0
3.2139,0.0651,-2.4739,-1.7005,-1.0828,7.1891,Construction,1
3.4444,4.7238,17.9891,2.0116,0.0631,4.0047,Retail,1
1.1195,2.4461,35.9307,2.8415,-0.1672,5.3161,Retail,0
3.8504,1.7097,-17.4622,-0.0984,2.464,-1.4341,SaaS,0
0.9483,4.6211,48.8813,8.7361,4.6815,3.6026,Logistics,0
3.8154,0.122,11.8435,2.1208,2.8002,5.5534,Logistics,0
3.9803,2.9071,5.1462,2.7195,4.4865,2.9676,SaaS,0
2.9045,2.7447,0.4907,13.2701,3.4889,3.9355,Logistics,0
3.9283,1.0966,-7.795,5.9411,3.0951,6.9895,Logistics,0
2.3643,2.1444,35.4102,4.6662,0.8984,-0.019,Logistics,1
1.1863,3.2613,46.879,10.3058,0.2736,-1.0175,Retail,1
1.8606,3.6357,8.9551,13.4634,3.9239,4.9064,Retail,0
2.4555,0.0036,46.6694,-1.5744,4.3378,6.2285,Construction,0
0.4777,4.6843,37.6658,5.6201,1.1632,6.5049,Construction,0
2.5649,0.8226,13.6736,8.3833,-1.9366,4.4164,Logistics,1
3.9285,1.1679,27.1818,3.4156,3.5477,6.3321,Logistics,0
0.9224,1.3174,10.4489,11.1309,-0.0045,5.0066,Logistics,0
3.2119,0.1891,19.1106,14.5151,-1.9308,-1.1262,SaaS,1
3.65,0.6153,-15.9368,14.0383,3.6349,5.6204,Retail,0
3.7861,4.9317,28.7384,2.5217,1.6219,-0.2064,Logistics,1
3.8485,1.5761,-16.3023,1.8478,2.7965,0.3661,Logistics,0
2.1815,0.5765,37.1959,14.2773,4.4028,1.9465,Retail,0
3.9138,0.535,37.7463,5.7967,1.7882,1.1457,Construction,0
3.0778,3.5973,-3.4046,1.5411,1.5224,1.2165,Logistics,0
0.8144,4.2728,2.6564,10.0189,0.0346,-0.3074,Logistics,1
2.0122,1.2848,13.6917,2.8351,0.1364,0.9387,Logistics,1
2.9297,0.1045,21.7664,2.5432,3.5758,-1.8034,Logistics,1
1.1399,1.1155,0.1148,12.9472,1.1432,2.7291,Retail,0
2.6343,0.2826,21.474,0.7621,-0.8553,5.6859,Retail,1
2.7331,0.517,0.8451,-0.9053,-1.3383,6.6225,Retail,0
0.8183,2.1575,-16.1156,2.5762,1.3104,6.2043,Construction,0
2.3473,1.1496,-19.8231,8.3181,1.2547,2.1646,Logistics,1
3.1322,2.5797,-12.9194,0.0925,2.5742,5.3043,Construction,0
2.0958,1.2675,35.4575,6.0171,1.2975,0.8789,Construction,0
0.246,4.7027,47.3002,8.6647,-0.9957,-1.4444,Retail,1
0.2343,4.5297,9.8876,12.4285,1.5546,4.7597,Logistics,0
1.5567,2.834,15.8879,1.9078,4.3475,4.488,Logistics,0
3.7195,1.7721,-9.7206,11.8949,-0.8839,6.0163,Construction,0
1.069,1.9057,18.5722,1.9934,2.8283,4.1611,SaaS,0
2.6106,2.0593,-9.8742,9.505,2.157,-0.4311,SaaS,0
1.0439,3.6379,22.785,5.3215,3.2401,6.5316,Logistics,0
1.4223,2.2582,45.3281,-0.0504,-0.9458,4.2725,Logistics,0
3.4226,4.2836,-6.3011,10.1425,4.5912,6.0761,Construction,0
2.9697,4.7205,33.5195,1.702,2.3468,5.7411,Construction,0
0.5625,1.6797,-18.3548,1.0026,3.9295,0.9786,Retail,0
1.8291,2.8035,6.2848,4.0915,-0.2738,-1.2545,Construction,1
0.3108,0.4753,-12.2476,9.1059,3.1759,-0.235,Construction,0
2.0274,1.0023,4.6733,1.9779,3.4672,-1.0714,SaaS,0
2.7172,2.0673,-7.8524,1.1222,0.782,0.4341,SaaS,1
0.6503,1.031,6.1313,-1.8308,0.6877,2.5953,SaaS,0
1.2978,4.3828,9.2266,6.0179,2.6046,7.0681,SaaS,0
1.7118,0.7914,1.0414,5.287,-1.3461,6.7202,Construction,0
3.6942,2.2783,25.9635,1.9758,3.1494,5.186,Logistics,0
3.9744,3.0285,44.3196,-1.0879,-1.6998,-1.7589,SaaS,1
0.3707,3.4593,8.0417,5.2973,-0.6659,1.4139,Retail,1
3.0918,1.9153,-6.536,11.3995,2.649,4.8235,Retail,0
1.6126,4.3455,-1.0494,10.1598,-1.3117,-0.7097,Construction,0
1.6913,2.8416,39.7801,12.6335,4.8029,6.0109,Retail,0
3.0662,2.1975,20.0148,-1.8371,4.0788,7.1457,SaaS,0
3.69,0.3362,11.8508,14.4291,2.3841,1.541,Logistics,0
3.8135,2.3234,-9.5254,3.804,3.7334,5.0584,Logistics,0
2.3931,4.1037,11.4809,14.8368,4.2131,-0.518,SaaS,1
1.5571,3.0727,-0.5056,2.2945,-0.1837,4.9082,Retail,1
3.1927,4.1608,46.0214,6.0161,3.9459,-1.7854,Construction,1
1.1538,2.4701,41.8849,4.0168,-0.6364,-0.4923,Logistics,1
2.3435,0.5923,-14.1268,4.0479,0.8934,5.0988,SaaS,0
1.5626,0.0682,16.1657,12.3188,1.9078,5.1185,SaaS,0
2.6952,1.5161,-4.2459,10.6891,2.9972,4.4116,Retail,0
1.1135,3.49,8.7544,14.8666,-1.789,2.7736,Construction,0
0.9281,3.9513,41.3794,8.4297,0.0336,4.7491,Construction,1
3.6893,1.4788,16.926,5.8754,2.2596,5.738,Retail,0
0.5869,2.4783,3.3951,-0.4687,0.5016,7.6648,SaaS,0
2.1226,2.1056,-5.4478,14.9415,3.4252,6.8864,Retail,0
1.0392,2.0526,36.0227,7.376,2.5616,5.9453,Retail,0
0.3479,1.1567,23.7163,9.9081,-0.3592,4.9476,Retail,0
0.3369,0.6819,12.7646,4.9146,-0.9785,3.7416,SaaS,1
0.8658,0.9834,-4.7761,7.3112,2.4033,-0.7939,Logistics,0
3.4937,0.2767,3.3972,14.0238,1.1533,-0.3444,SaaS,1
1.2734,0.9907,47.189,0.8291,-0.8173,6.2028,Logistics,0
3.8117,0.046,16.4063,2.9703,0.2846,6.0331,Logistics,0
2.4102,3.1363,8.0489,0.585,0.1213,4.1446,Retail,0
1.8591,1.5819,16.4995,11.4677,-1.2431,2.3884,Construction,0
2.4043,4.8657,34.5292,-0.9452,1.8284,-1.7397,Retail,1
2.1635,0.9686,3.8076,-0.6123,3.3455,1.2718,SaaS,1
3.0833,1.7291,-7.4906,3.0744,2.0283,2.2064,Construction,0
1.2735,1.7892,20.9455,6.7412,3.784,2.8582,Construction,0
1.5416,0.0423,26.5643,4.9067,-1.107,7.2932,SaaS,0
3.5976,4.196,29.8903,-1.2381,1.0493,-0.9129,SaaS,1
3.7965,0.16,41.7391,14.2774,2.2659,3.1887,Retail,0
3.5917,4.7009,5.9822,14.1988,2.732,1.6792,SaaS,0
1.7939,4.4604,-14.7252,2.7491,2.8705,7.901,Logistics,0
3.1654,2.6776,47.0844,10.4359,3.1028,6.6186,Logistics,0
2.0101,2.718,10.4508,7.8358,2.56,2.3879,Construction,0
2.0907,3.2689,23.628,2.0371,-1.3404,7.997,Retail,1
0.9778,1.9353,26.6414,2.4569,2.8671,3.1406,Retail,0
2.4463,3.2361,18.256,6.3496,3.0735,-0.3288,Construction,1
0.9073,0.2238,-5.632,5.127,4.9544,3.5587,SaaS,0
1.4599,0.2702,32.86,2.9509,2.8535,0.2621,Retail,0
3.4491,2.2862,36.2626,11.7277,2.8078,4.3631,Construction,0
0.9869,2.7481,18.7083,6.1849,1.6037,7.3744,Construction,0
0.4704,4.4391,14.1993,9.1324,4.0755,5.862,Logistics,0
0.4622,0.5233,-12.0243,1.2176,4.9778,0.7316,Construction,0
